What is your age?,Where do you live?,Do you own or rent your residence?,Do you have children currently in the school district?,Have you had children attend the school district in the past?,Did you attend this school district?,What gender do you identify with?,"What has drawn you to live in the district? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Schools]","What has drawn you to live in the district? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Family lives here]","What has drawn you to live in the district? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Cost of living]","What has drawn you to live in the district? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Churches]","What has drawn you to live in the district? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Small town feel]","What has drawn you to live in the district? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Friends live here]","What has drawn you to live in the district? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Work]","What has drawn you to live in the district? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Community Program and Groups]","What do you see as the biggest challenges in the district community? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Diversity]","What do you see as the biggest challenges in the district community? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Schools]","What do you see as the biggest challenges in the district community? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Cost of Living]","What do you see as the biggest challenges in the district community? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Churches]","What do you see as the biggest challenges in the district community? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Lack of local businesses]","What do you see as the biggest challenges in the district community? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Community Program and Groups]","What is your confidence in the leadership of the governance group in our district? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Village]","What is your confidence in the leadership of the governance group in our district? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Township]","What is your confidence in the leadership of the governance group in our district? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [School District]",Do you see this community as one set up for a sustainable future?,Can you provide more details on why you answered yes or no?,"What do you see as values the school district provides?  Rank each item on a 1-5 scale, 5 being the one you most agree with and 1 being the least you agree with. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Excellent education for our students]","What do you see as values the school district provides?  Rank each item on a 1-5 scale, 5 being the one you most agree with and 1 being the least you agree with. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Preparation for our students’ careers]","What do you see as values the school district provides?  Rank each item on a 1-5 scale, 5 being the one you most agree with and 1 being the least you agree with. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Athletic opportunities]","What do you see as values the school district provides?  Rank each item on a 1-5 scale, 5 being the one you most agree with and 1 being the least you agree with. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Other extracurricular activities ( arts, band, choir, drama, STEM )]","What do you see as values the school district provides?  Rank each item on a 1-5 scale, 5 being the one you most agree with and 1 being the least you agree with. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [A positive face for the community]","What do you see as values the school district provides?  Rank each item on a 1-5 scale, 5 being the one you most agree with and 1 being the least you agree with. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Higher property values]","What do you see as values the school district provides?  Rank each item on a 1-5 scale, 5 being the one you most agree with and 1 being the least you agree with. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Excellent staff and teachers]","What do you believe are the biggest challenges facing the school district? Rank each item on a 1-5 scale, 5 being the biggest challenge with and 1 being the least challenge. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Giving students a quality education]","What do you believe are the biggest challenges facing the school district? Rank each item on a 1-5 scale, 5 being the biggest challenge with and 1 being the least challenge. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Career preparation]","What do you believe are the biggest challenges facing the school district? Rank each item on a 1-5 scale, 5 being the biggest challenge with and 1 being the least challenge. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Facilities in poor condition]","What do you believe are the biggest challenges facing the school district? Rank each item on a 1-5 scale, 5 being the biggest challenge with and 1 being the least challenge. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Lack of extracurricular activities]","What do you believe are the biggest challenges facing the school district? Rank each item on a 1-5 scale, 5 being the biggest challenge with and 1 being the least challenge. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Being a poor representation of the community]","What do you believe are the biggest challenges facing the school district? Rank each item on a 1-5 scale, 5 being the biggest challenge with and 1 being the least challenge. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Teachers and staff]","What do you believe are the biggest challenges facing the school district? Rank each item on a 1-5 scale, 5 being the biggest challenge with and 1 being the least challenge. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Administration and School Board]","What do you believe are the biggest challenges facing the school district? Rank each item on a 1-5 scale, 5 being the biggest challenge with and 1 being the least challenge. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [High taxes for residents]","What do you believe are the biggest challenges facing the school district? Rank each item on a 1-5 scale, 5 being the biggest challenge with and 1 being the least challenge. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Communication]",What are the primary ways you get information and form opinions on the school district? Check all that apply.,Are you aware of the school district having a website?,Are you aware of the school district having a strategic plan?,"Rank from 1-5 in each area below on in the leadership of the school district ( superintendent, treasurer, school board ), with 1 being the lowest ranking and 5 being the highest ranking. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Transparency]","Rank from 1-5 in each area below on in the leadership of the school district ( superintendent, treasurer, school board ), with 1 being the lowest ranking and 5 being the highest ranking. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Fiscal management]","Rank from 1-5 in each area below on in the leadership of the school district ( superintendent, treasurer, school board ), with 1 being the lowest ranking and 5 being the highest ranking. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Facilities management]","Rank from 1-5 in each area below on in the leadership of the school district ( superintendent, treasurer, school board ), with 1 being the lowest ranking and 5 being the highest ranking. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Staff hiring and retention]","Rank from 1-5 in each area below on in the leadership of the school district ( superintendent, treasurer, school board ), with 1 being the lowest ranking and 5 being the highest ranking. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Communication with parents]","Rank from 1-5 in each area below on in the leadership of the school district ( superintendent, treasurer, school board ), with 1 being the lowest ranking and 5 being the highest ranking. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Communication with district residents]","Rank from 1-5 in each area below on in the leadership of the school district ( superintendent, treasurer, school board ), with 1 being the lowest ranking and 5 being the highest ranking. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Educational excellence]",Decommission Hazel Harvey School and build an addition to the existing Chippewa Intermediate to house Grades K-2 ( including preschool programs ),"Move all school buildings onto the current Chippewa Jr/Sr High School site, purchasing additional property as needed.","Transition to having athletic programs sanctioned by the school district be self-sustaining, meaning any costs outside of salaries should be covered by revenues generated by those programs","Replacing all of the district's current athletic facilities with new, modern facilities.",What other feedback would you like to share about the community?,What other feedback would you like to share about the school district?,What is your employment status?,What form of taxation for school funding do you prefer
65+,Village,Own,No,Yes,Yes,Female,4,5 (Highest),3,4,4,5 (Highest),2,2,2,3,3,1 (Lowest),4,3,3,3,1 (Lowest),Yes,The s shoot system provides an educational opportunity so that it’s students are successful as adults.,5 (Most),5 (Most),3,3,2,3,5 (Most),2,2,4,3,,1 (Least),4,2,1 (Least),"Neighbors/Friends, Newspaper ( Daily Record ), Newspaper ( The Post ), School Facebook, Community Facebook",Yes,Yes,1 (Lowest),2,2,4,2,1 (Lowest),4,5 (Most),1 (Least),3,1 (Least),Communication is vital. Senior Citizens who don’t have children in school don’t get information on what’s happening in the schools. Why should they vote for something they know nothing about? Relying on Facebook to get information out about schools doesn’t work. Many people don’t use Facebook.,"The Superintendent needs to be actively involved in this community. Attending concerts, sporting events shows that he has some interest in our community and our students.",Retired,Earned Income Tax (SDI)
35-45,Prefer not to answer,Rent,Yes,Yes,No,Female,3,3,2,2,4,2,2,2,2,3,3,1 (Lowest),1 (Lowest),4,4,4,3,Yes,Na,4,4,3,3,3,3,3,3,3,5 (Biggest),4,,3,3,5 (Biggest),3,"Neighbors/Friends, Newspaper ( The Post ), School Facebook, Community Facebook, School website, Final Forms/Email communication",Yes,No,4,3,3,3,3,3,3,1 (Least),5 (Most),1 (Least),3,Na,Na,Employed for wages,Property Tax (millage)
18-25,Township,Own,Yes,Yes,No,Other,1 (Lowest),2,2,1 (Lowest),3,2,4,1 (Lowest),5 (Highest),5 (Highest),1 (Lowest),1 (Lowest),4,2,2,5 (Highest),1 (Lowest),No,School district is horrid not enough Businesses in town and absolutely 0 diversity,2,2,3,2,2,2,1 (Least),4,3,5 (Biggest),3,,5 (Biggest),5 (Biggest),1 (Least),2,"Community Facebook, Twitter, School website, Final Forms/Email communication",Yes,Yes,3,4,4,1 (Lowest),2,1 (Lowest),1 (Lowest),2,1 (Least),4,4,The community does a lot of unnecessary things to drive people away,Teachers are unequipped with knowledge to teach ,Employed for wages,Earned Income Tax (SDI)
25-35,Village,Own,Yes,No,Yes,Female,4,5 (Highest),2,1 (Lowest),5 (Highest),5 (Highest),2,5 (Highest),3,5 (Highest),4,2,4,3,4,3,2,Yes,No,4,4,4,4,5 (Most),5 (Most),5 (Most),2,3,4,2,,1 (Least),1 (Least),2,5 (Biggest),"Neighbors/Friends, School Facebook, Community Facebook, Final Forms/Email communication",Yes,No,2,3,3,4,4,4,5 (Highest),1 (Least),1 (Least),3,4,N/a,N/a,Employed for wages,Earned Income Tax (SDI)
35-45,Village,Own,Yes,Yes,Yes,Female,3,4,1 (Lowest),1 (Lowest),4,4,1 (Lowest),1 (Lowest),1 (Lowest),3,4,1 (Lowest),4,4,2,2,1 (Lowest),No,No,3,3,1 (Least),3,1 (Least),4,2,2,2,4,2,,4,4,1 (Least),3,"Neighbors/Friends, School website, Final Forms/Email communication, Rely on past experiences/history",Yes,Yes,1 (Lowest),1 (Lowest),1 (Lowest),3,2,2,3,5 (Most),5 (Most),1 (Least),5 (Most),Youth programs need their own facility and football fields and baseball fields. Parking  for the football stadium is a must and new field house/ locker room.  The high school weight room is way to small and we need another gym. ,None,A homemaker,Property Tax (millage)
55-65,Township,Own,No,Yes,No,Female,1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),3,4,2,2,4,3,2,1 (Lowest),2,No,Not enough businesses/industry,4,4,4,4,4,4,3,3,3,1 (Least),1 (Least),,3,4,4,4,Community Facebook,No,No,1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),3,3,1 (Least),5 (Most),1 (Least),None,Built this expensive school then can't afford,Employed for wages,Property Tax (millage)
45-55,Township,Own,Yes,Yes,No,Female,1 (Lowest),4,2,3,1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),3,1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),No,Times are tough everyone is suffering right now,1 (Least),1 (Least),1 (Least),1 (Least),1 (Least),1 (Least),5 (Most),1 (Least),1 (Least),1 (Least),1 (Least),,1 (Least),1 (Least),1 (Least),1 (Least),"School Facebook, Community Facebook, School website, Final Forms/Email communication",Yes,Yes,1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Least),1 (Least),5 (Most),1 (Least),People here focus to much on sports,Personally if it doest affect you you should not be able to vote on the issue. I am sorry i need every penny of my paycheck to buy gas and food for my family,Employed for wages,Property Tax (millage)
45-55,Township,Own,Yes,Yes,Yes,Female,4,5 (Highest),3,4,5 (Highest),5 (Highest),2,3,4,2,2,2,4,2,3,3,3,Yes,I have lived in Doylestown all my life and enjoy our community.,4,4,4,3,3,3,4,4,3,3,3,,3,3,4,5 (Biggest),"School Facebook, School website, Final Forms/Email communication",Yes,Yes,5 (Highest),5 (Highest),4,4,5 (Highest),4,4,2,2,1 (Least),2,Communication and education are key,None,Employed for wages,Earned Income Tax (SDI)
65+,Township,Prefer not to answer,Yes,No,No,Female,2,5 (Highest),3,2,4,1 (Lowest),1 (Lowest),1 (Lowest),4,5 (Highest),3,3,5 (Highest),4,2,2,2,No,No,2,2,2,3,2,2,2,5 (Biggest),5 (Biggest),4,5 (Biggest),,5 (Biggest),5 (Biggest),4,5 (Biggest),"School website, Final Forms/Email communication, Rely on past experiences/history",Yes,Yes,1 (Lowest),2,2,1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),4,3,4,1 (Least),Lack of communication ,Lack of communication ,Retired,Earned Income Tax (SDI)
55-65,Township,Own,Prefer not to answer,Yes,No,Female,3,1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),3,3,1 (Lowest),2,4,3,4,3,3,No,The people ,3,4,4,4,4,4,3,3,3,2,3,,3,4,4,4,"Neighbors/Friends, Community Facebook",Yes,No,3,3,3,3,2,2,4,1 (Least),1 (Least),3,2,Bringing equal to all,Bullying ,Unable to work,Earned Income Tax (SDI)
45-55,Village,Own,No,No,No,Female,1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),4,1 (Lowest),1 (Lowest),2,1 (Lowest),4,4,1 (Lowest),5 (Highest),2,4,3,2,No,The lack of industrial and retail businesses in town. They have never wanted anything like this since the 80’s. The idea that the school board was banking on the Nexus money is completely absurd. The 1% school district income tax is horrible is higher than an community around. From what I have heard this was because of poor money management and lack of getting levies passed in the past in the school district. ,3,4,2,2,3,4,3,5 (Biggest),4,4,1 (Least),,2,1 (Least),5 (Biggest),1 (Least),"Neighbors/Friends, Community Facebook, Rely on past experiences/history",Yes,No,2,1 (Lowest),2,3,3,2,2,5 (Most),1 (Least),5 (Most),1 (Least),We need to get industries and generate tax revenue from companies and quit relying on the people to fund the schools 100%,You don’t need better athletic facilities you need to combine hazel harvey and the old HS together.  Make sports pay to participate and clubs/band as well. Many other districts are doing this. ,Self-employed or own your own business,Property Tax (millage)
45-55,Township,Own,No,Yes,Yes,Male,3,3,2,2,3,3,1 (Lowest),1 (Lowest),3,2,2,1 (Lowest),3,2,3,3,2,No,The new schools plan did meet the needs and now district is asking for more money ,3,2,2,2,3,3,3,3,3,2,2,,2,5 (Biggest),5 (Biggest),3,"Community Facebook, School website",Yes,Yes,4,2,2,3,4,4,4,4,5 (Most),1 (Least),1 (Least),The community needs to make a commitment to a long term plan for schools,Should have had a better plan to replace all Schools when the opportunity was there ,Employed for wages,Property Tax (millage)
65+,Township,Own,No,Yes,No,Female,4,1 (Lowest),5 (Highest),5 (Highest),5 (Highest),1 (Lowest),1 (Lowest),1 (Lowest),4,4,3,5 (Highest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),Yes,Been here for awhile ,3,3,3,3,3,3,3,5 (Biggest),4,3,3,,3,3,3,3,"Neighbors/Friends, Community Facebook, Rely on past experiences/history",No,No,5 (Highest),5 (Highest),5 (Highest),3,5 (Highest),5 (Highest),5 (Highest),1 (Least),1 (Least),5 (Most),3,Nothing,Nothing,Retired,Property Tax (millage)
55-65,Village,Own,No,Yes,Yes,Female,2,4,3,1 (Lowest),4,2,2,2,4,4,4,1 (Lowest),4,1 (Lowest),4,2,4,No,Little to no businesses,4,3,3,3,4,3,4,5 (Biggest),5 (Biggest),2,3,,4,4,5 (Biggest),3,"Newspaper ( The Post ), School Facebook, Community Facebook",Yes,No,3,3,3,3,3,3,3,4,4,3,2,Na,Na,Employed for wages,Property Tax (millage)
45-55,Village,Own,Yes,Yes,No,Male,3,4,3,3,2,1 (Lowest),1 (Lowest),1 (Lowest),2,2,2,2,3,3,1 (Lowest),1 (Lowest),2,No,No businesses are coming here. Leadership seems inept. There are bigger issues than the ones focused on. ,5 (Most),5 (Most),2,3,3,2,4,5 (Biggest),5 (Biggest),3,3,,3,3,4,4,"Neighbors/Friends, School Facebook, Community Facebook, School website, Final Forms/Email communication",Yes,Yes,2,3,2,2,3,3,4,4,1 (Least),2,1 (Least),There is no plan in this community. Trying to force more Dollar stores in isn't a plan for building a tax base. ,"You passed several levies and bond issues but seem to mismanaged the money. Construction on the new building is shoddy. Passing levies and still cutting programs. And honestly, the last school board elections came down to masks. Not what they would do for kids for 4 years, but stupid temporary mask orders. Constantly taxing wage earners and then blowing the money and begging for more. You will just keep putting the levy on the ballot until you squeak it through and you will change nothing",Employed for wages,Property Tax (millage)
55-65,Township,Own,No,Yes,No,Female,5 (Highest),1 (Lowest),3,2,3,1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),4,3,5 (Highest),5 (Highest),1 (Lowest),3,4,No,Haven't seen any real changes and I have lived here 30 yrs.  Most people don't want things to change.,4,3,3,2,2,4,4,3,5 (Biggest),2,4,,3,3,5 (Biggest),5 (Biggest),Rely on past experiences/history,Yes,No,1 (Lowest),2,3,3,3,2,4,4,4,5 (Most),4,We need to bring more businesses into the community.  Like a grocery store. Not a convience store but small grocery we also need more restaurants.  Our downtown needs more modernization we look run down.  We need to generate these things to also help lower our taxes.,Been out of the loop to long to answer ,Employed for wages,Earned Income Tax (SDI)
25-35,Village,Own,No,No,No,Female,3,1 (Lowest),1 (Lowest),1 (Lowest),5 (Highest),1 (Lowest),4,2,4,3,1 (Lowest),1 (Lowest),5 (Highest),2,3,3,3,No,Not a lot of business. ,4,3,2,2,3,5 (Most),4,3,3,5 (Biggest),2,,2,4,5 (Biggest),5 (Biggest),"Neighbors/Friends, Community Facebook",Yes,No,5 (Highest),3,3,5 (Highest),4,5 (Highest),4,4,2,3,4,N/a,N/a,Employed for wages,Property Tax (millage)
25-35,Village,Own,No,No,Yes,Male,3,5 (Highest),4,1 (Lowest),5 (Highest),5 (Highest),5 (Highest),2,1 (Lowest),5 (Highest),4,1 (Lowest),4,1 (Lowest),3,1 (Lowest),3,No,"There is not enough business & industry. Too reliant on residential property/income taxes. The governance groups do not utilize tax dollars appropriately, in my opinion. One group  has sights on the moon, one is trying to just maintain status quo & the 3rd thinks there is no need to advance from the 1950’s. ",5 (Most),3,4,3,4,3,5 (Most),5 (Biggest),5 (Biggest),5 (Biggest),2,,4,5 (Biggest),5 (Biggest),3,"Neighbors/Friends, School Facebook, Community Facebook, Rely on past experiences/history",Yes,Yes,3,1 (Lowest),1 (Lowest),3,3,2,4,1 (Least),5 (Most),5 (Most),2,Everyone needs to be fully informed where we stand with local infrastructure & fiscal management. Then the majority need to get on the same page of where we want to go forward as a community. ,"The new school was definitely needed. But then after the fact come back & want to add a athletic field house, now add & move more students. Al in a 3year period. Im not sure if this was part of an original plan. I might feel more comfortable with all of it, had it been projected as a 5-10yr plan. It seems more like wants on a whim. ",Employed for wages,Property Tax (millage)
35-45,Township,Own,Yes,Yes,No,Prefer not to answer,3,1 (Lowest),3,1 (Lowest),3,1 (Lowest),3,3,5 (Highest),3,2,1 (Lowest),4,4,3,3,3,No,Behind the times on many issues facing youth and children.,3,3,3,2,2,2,2,4,4,5 (Biggest),4,,4,4,1 (Least),5 (Biggest),"Newspaper ( The Post ), School Facebook, Community Facebook, School website, Final Forms/Email communication",Yes,Yes,1 (Lowest),3,2,3,1 (Lowest),1 (Lowest),3,4,1 (Least),3,1 (Least),Not all are welcomed in the community. ,Students struggling are not given the support they need.,Employed for wages,Property Tax (millage)
35-45,Township,Own,Yes,Prefer not to answer,No,Female,5 (Highest),1 (Lowest),3,1 (Lowest),2,1 (Lowest),3,1 (Lowest),5 (Highest),3,4,1 (Lowest),5 (Highest),5 (Highest),3,3,1 (Lowest),No,Community isn't welcoming to new residents. Kids in school are not welcoming to new students. Kids in JR High are vaping. ,4,4,4,4,3,4,4,3,3,3,3,,1 (Least),5 (Biggest),5 (Biggest),5 (Biggest),Final Forms/Email communication,Yes,Yes,1 (Lowest),1 (Lowest),2,4,1 (Lowest),1 (Lowest),3,3,1 (Least),3,3,Parking is needed at the Track. More school security is needed,Need parking in order to bring people to the track. The current situation is atrocious. Schools need more security.,Employed for wages,Property Tax (millage)
35-45,Township,Own,Yes,Yes,No,Female,5 (Highest),1 (Lowest),3,1 (Lowest),3,3,1 (Lowest),3,5 (Highest),5 (Highest),1 (Lowest),1 (Lowest),3,3,3,3,5 (Highest),No,The pipeline money is not coming. ,5 (Most),5 (Most),1 (Least),4,3,3,5 (Most),3,3,5 (Biggest),3,,1 (Least),1 (Least),1 (Least),5 (Biggest),"School Facebook, School website, Final Forms/Email communication",Yes,Yes,1 (Lowest),1 (Lowest),1 (Lowest),5 (Highest),3,1 (Lowest),5 (Highest),1 (Least),5 (Most),5 (Most),3,Would hate to see the “small town feel” stunt the actual growth of the school district. You’re only as strong as your schools. Property value goes down when your schools aren’t thriving. ,"Forever in awe of the amazing teaching and support staff here at Chippewa. They deserve better, more tech and more space. ",Self-employed or own your own business,Earned Income Tax (SDI)
35-45,Township,Own,No,No,No,Female,1 (Lowest),2,2,1 (Lowest),4,2,3,1 (Lowest),3,1 (Lowest),4,1 (Lowest),1 (Lowest),2,1 (Lowest),2,1 (Lowest),Yes,No,5 (Most),5 (Most),1 (Least),1 (Least),1 (Least),1 (Least),3,5 (Biggest),5 (Biggest),1 (Least),1 (Least),,3,1 (Least),5 (Biggest),5 (Biggest),Community Facebook,No,No,1 (Lowest),1 (Lowest),3,3,3,1 (Lowest),5 (Highest),1 (Least),4,5 (Most),1 (Least),Do not put the income tax right back on the next ballot hoping for lower turnout. That is not democracy.,None,Employed for wages,Property Tax (millage)
35-45,Township,Own,Yes,No,No,Male,5 (Highest),1 (Lowest),4,3,4,1 (Lowest),1 (Lowest),1 (Lowest),2,1 (Lowest),2,1 (Lowest),4,2,3,3,2,No,"Superintendent doesn’t have a clear vision for the future and spends money on items that are unnecessary, such as $13,000 for a TV at the HS and creating a new curriculum director position which will cost the district an additional $50-75,000 annually (on the low end) all while there was uncertainty of the 1% income renewal passing. But yet he will not spend money where it is absolutely necessary: Hazel Harvey, CIS Renovations, staffing, etc.",5 (Most),4,4,4,4,5 (Most),5 (Most),4,4,5 (Biggest),3,,4,5 (Biggest),1 (Least),5 (Biggest),"Neighbors/Friends, Community Facebook, Final Forms/Email communication",Yes,Yes,1 (Lowest),2,1 (Lowest),4,2,1 (Lowest),5 (Highest),1 (Least),5 (Most),2,5 (Most),Love the community ,"Superintendent needs to go. No communication, dishonest or not fully truthful with the community, parents, and staff.",Employed for wages,Earned Income Tax (SDI)
25-35,Township,Own,Yes,Yes,No,Female,5 (Highest),4,3,3,5 (Highest),4,2,5 (Highest),3,4,3,2,3,3,4,4,4,Yes,.,5 (Most),5 (Most),4,4,4,3,5 (Most),5 (Biggest),5 (Biggest),5 (Biggest),5 (Biggest),,5 (Biggest),5 (Biggest),5 (Biggest),5 (Biggest),"Neighbors/Friends, School Facebook, Community Facebook, School website, Final Forms/Email communication",Yes,Yes,3,3,3,3,3,3,3,5 (Most),3,3,3,.,.,A homemaker,Property Tax (millage)
25-35,Township,Own,Yes,Yes,No,Female,4,3,1 (Lowest),1 (Lowest),3,2,1 (Lowest),1 (Lowest),1 (Lowest),2,4,1 (Lowest),3,4,4,1 (Lowest),3,Yes,N/A,4,4,4,4,4,1 (Least),3,1 (Least),1 (Least),2,2,,2,2,5 (Biggest),5 (Biggest),"Neighbors/Friends, School Facebook, Community Facebook, Final Forms/Email communication",Yes,No,2,2,2,2,2,2,2,5 (Most),1 (Least),4,3,N/a,N/a,Prefer not to answer,Property Tax (millage)
25-35,Village,Rent,Yes,No,Yes,Female,3,5 (Highest),4,1 (Lowest),4,2,5 (Highest),1 (Lowest),3,4,3,1 (Lowest),4,4,1 (Lowest),1 (Lowest),1 (Lowest),No,There's no togetherness in the community anymore. there's no loyalty or transparency. ,3,2,2,3,1 (Least),3,4,4,5 (Biggest),5 (Biggest),4,,3,5 (Biggest),5 (Biggest),5 (Biggest),"Neighbors/Friends, School Facebook, Community Facebook, Rely on past experiences/history",Yes,No,1 (Lowest),1 (Lowest),1 (Lowest),3,2,1 (Lowest),4,3,5 (Most),2,1 (Least),Put the students first. We don't need anymore athletic facilities we need to have SAFE environments for our students. These buildings are not up to date or code and are a danger to our students and staff.,Have transparency. Show where the money is going. Explain why these things have gone to the way side for so long. There's truly no excuse to have Hazel Harvey in such terrible condition when so much money was dumped into athletic facilities. It's embarrassing as an alumni and now a parent that out young students aren't valued or appreciated enough to give them a safe building.,Employed for wages,Property Tax (millage)
35-45,Township,Own,Yes,Yes,No,Female,4,1 (Lowest),3,3,5 (Highest),3,3,2,4,2,3,1 (Lowest),4,3,3,3,3,Yes,I am not from the area but it feels like the community rallies together when the need arises. ,5 (Most),4,4,4,3,3,4,1 (Least),2,4,3,,2,3,3,5 (Biggest),"Neighbors/Friends, School Facebook, Community Facebook, School website, Final Forms/Email communication",Yes,Yes,3,3,2,2,2,1 (Lowest),4,4,2,1 (Least),3,None at this time. ,I feel some leadership in the district seems more involved and welcoming than others. I can see a disconnect from the outside and it feels uncomfortable at times. ,Employed for wages,Earned Income Tax (SDI)
25-35,Village,Prefer not to answer,No,No,Yes,Female,4,5 (Highest),3,2,4,4,2,2,4,2,4,1 (Lowest),4,2,2,2,3,Yes,People care about the community,4,3,3,3,3,2,3,2,4,5 (Biggest),4,,3,4,5 (Biggest),4,"Neighbors/Friends, School Facebook, Community Facebook",Yes,No,1 (Lowest),2,1 (Lowest),2,2,2,3,5 (Most),2,3,4,I’m not happy about the changes with the Memorial Park,Jobs within the district should be posted for external applicants.,Employed for wages,Property Tax (millage)
55-65,Township,Own,Prefer not to answer,Prefer not to answer,Yes,Male,5 (Highest),5 (Highest),3,4,4,3,3,2,1 (Lowest),3,2,1 (Lowest),5 (Highest),2,5 (Highest),5 (Highest),1 (Lowest),No,The past school board let a strong Superintendent leave and then wasted the reserves that we had.  The leadership in the Village/Township have chased away businesses and are not pursuing new ones. ,4,3,4,4,4,4,4,3,4,1 (Least),3,,3,5 (Biggest),5 (Biggest),5 (Biggest),"Newspaper ( Daily Record ), School Facebook, Final Forms/Email communication",Yes,Yes,2,1 (Lowest),3,4,4,4,4,3,3,3,3,Great community. ,You wasted money and now expect tax payers to cover it,Self-employed or own your own business,Earned Income Tax (SDI)
